Make,Model,Total.Injuries
JESS LLC,JUST AIRCRAFT SUPERS,0.0
JESSE SAINT/TROY TOWNSEND/ETHA,CH-801,1.0
JETSON'S AVIATION LLC,AIRCAM,0.0
JEWETT BRANDON,RV 6,0.0
JIHLAVAN AIRPLANES SRO,KP 5 ASA,2.0
JIHLAVAN AIRPLANES SRO,KP5,0.0
JIM BRADDOCK,JUST AIRCRAFT HIGHLA,2.0
JIM GREEN,CCX,0.0
JIM RIGGS,AK RIDGE RUNNER,0.0
JIMENEZ,VANS RV 7A,2.0
JM Kemp,RT13B,2.0
JOBY AERO INC,JAS4-2,0.0
JOE SALOMONE,SUPER CUB SQ2,0.0
JOEL A BOWKER,RAGWING S1,1.0
JOHN A BREWER,ELA AVIACION 10 ECLI,0.0
JOHN MURPHY,JSX-2,0.0
JOHN ROSCOE,AUTOGYRO CAVALON,2.0
JOHN STEVEN CATURIA,REPLICA PA18,2.0
JOHN Sample,BEARHAWK,0.0
JOHN V RAWSON JR,SPRINT II,1.0
JOHNNY F ANDERSON,BUCKEYE DREAM MACHIN,1.0
JOHNSON,BEKAS 1A,1.0
JOHNSON,Coot,1.0
JOHNSON,Glastar,1.0
JOHNSON,HELICYCLE,1.0
JOHNSON,Harmon Rocket,2.0
JOHNSON BARRON T,LANCAIR 360,0.0
JOHNSON DAVID EARL,RENEGADE SPIRIT,1.0
JOHNSON GARRET W,MERLIN GT,2.0
JOHNSON GARY,PA 18 SUPER CUB KIT,0.0
JOHNSON GERALD,CR-1,1.0
JOHNSON GLENN L,ZODIAC 601 XL,0.0
JOHNSON JERRY,WAG AERO/SPT TRAINER,1.0
JOHNSON JOEL H,RANS S-6ES COYOTE II,2.0
JOHNSON KENNETH,SUPER CUB SPORT,0.0
JOHNSON KENNETH R,STOL CH 801,1.0
JOHNSON KENNETH W,SUPER CUB SPORT,0.0
JOHNSON LEONARD G,COZY MK-IV,1.0
JOHNSTON COYT E,T-18,1.0
JOHNSTON DOUGLAS S,SAFARI,1.0
JOHNSTON WILLIAM ALFRED JR,KOLB MARK III,1.0
JONES,HATZ CB1,0.0
JONES,SA105,0.0
JONES KENT C,VANS RV-10,1.0
JONES PETER M,BOEING/JONES 75,2.0
JONES RALPH D,ZODIAC  CH 601 HD,1.0
JONES RODNEY V,WITTMAN TA,0.0
JONES RONALD C,BEARHAWK,0.0
JONKER SAILPLANES,JS1C,1.0
JONKER SAILPLANES (PTY) LTD,JS1-C,2.0
JONKER SAILPLANES CC,JS 1B,1.0
JORDAN BRUCE C,PITTS S2E,1.0
JORDAN DON R,VANS RV-6A,1.0
JORDAN JOHN,RV7,2.0
JORRITSMA JERROLD S,BERKUT,0.0
JOSEPH BENDER,MUSTANG II,1.0
JOY AVIATION LTD,VANS RV-6,0.0
JUDE MIKE C,SIDE WINDER,1.0
JUDR ZDENEK PRAZDNY,ROTORWAY,1.0
JUNEAU (Zenith Aircraft Co),STOL CH-701,0.0
JURCAN,Seawind 3000,0.0
JUST,HIGHLANDER,2.0
JUST AIRCRAFT,HIGHLANDER,1.0
JUST AIRCRAFT LLC,HIGHLANDER,1.0
JUST AIRCRAFT LLC,JA30 SUPERSTOL,0.0
JUSTICE FRANK K,VANS RV-6A,1.0
JUVE RICHARD G,ZODIAC CH601 HDS,2.0
"Jabat, Inc.",Avid Flyer,0.0
Jabiru Aircraft,SK0007,1.0
Jacanin,GREAT LAKES,1.0
Jack Boldt,BD-5A,1.0
Jack L. Bigham,BEDE 5B,0.0
Jack Mcdaniel,RANS S12XL,0.0
Jack Mcdaniel,Rans S-12,1.0
Jack Thomas,PITTS S-IT,1.0
Jackie,SNS-7-Hiperbipe 3,1.0
Jackman,PITTS S-1S,0.0
Jackovich,Pitts S1D,0.0
Jackson,Pientenpol,0.0
Jackson,Rans S-6S,0.0
Jackson,SONERAI I,1.0
Jackson,VELOCITY RG,2.0
Jackson,Velocity,0.0
Jacob Tussel,EVERETT B1,1.0
Jacobs,KE-1-A,0.0
Jacobs,Rutan Vari Viggen,1.0
Jacobson,SE5A REPLICA,0.0
Jacques J. Mistrot,Skybolt,1.0
Jaeger,SONERAI II-L,1.0
Jagger,TIERRA II,2.0
Jahns,RV-7,0.0
Jahns,Vans RV-7,1.0
Jakel,BARRACUDA,0.0
Jaks,VOLKSPLANE VP-2,0.0
James A Gray,Just Aircraft,0.0
James A Nelson,ZEN AIR CH701,0.0
James B. Edwards,COZY,1.0
James B. Taplin,RV-6,2.0
James Browning,MIDGET MUSTANG-I,1.0
James Bruton,FLYING FLEA,1.0
James Chisum,CHISUM-SCRAPS,0.0
James Cote,KOLB TWINSTAR MK II,1.0
James D. Bierly,VARI-EZ,0.0
James D. Riehm,ROTORWAY EXEC,1.0
James D. Smith,RV-3,0.0
James Dayton,Pit Bull JD-3,0.0
James Donald Baker,Zenith,1.0
James E Causey,Acroduster II,2.0
James Eggleston,VARIEZE,0.0
James Gress,QUICKIE,1.0
James H Berard,RV-6A,1.0
James Houston,KR2,1.0
James J. Dean,PITTS SPECIAL S1C,0.0
James L. Stringfellow,Glastar,1.0
James O'Bert,Vari-Eze,1.0
James Olivier,QUICKIE,1.0
James Postlewait,RV-4,2.0
James R. Prideaux,AVID FLYER,0.0
James Schwarzman,AVID FLYER HEAVY,0.0
James Snyder,CHALLENGER II,0.0
James Walter,Hornet,1.0
James/viking,DRAGONFLY,0.0
Jaquish,CHALLENGER SPEC II,1.0
Jarrell,RV-3,1.0
Jasper,THUNDERBIRD-2C,0.0
Jauch,COOT,1.0
Jauch,COOT/AMPHIB,1.0
Javelin Aircraft,WICHAWK,2.0
Javron Experimental,PA18 Replica,1.0
Jeff Pierson,PIERSON PUSHER,1.0
Jeffrey Wilson,Escapade,0.0
Jeffs,J-Bird,0.0
Jenkins,HP-18,1.0
Jenkins,LONG E-Z,2.0
Jenkins,PITTS S-1,0.0
Jenkins,RV-6,2.0
Jenkins,RV-7A,1.0
Jenks,SKYBOLT,0.0
Jennings,PIETENPOL AIRCAMPER,0.0
Jennings John C,Mini Max,1.0
Jerald F. Huffman,Rebel,0.0
Jere L. Rosser,RAND KR-2,1.0
Jeremiah Jackson,Vans RV-10,1.0
Jerome,Q-2,1.0
Jerome Dodge,B-8-M,1.0
Jerome Wells,KR-2,1.0
Jerrell,RV-4,3.0
Jerry Berry,MONO-FLY,0.0
Jerry Cox,GOLDWING,1.0
Jerry D. Fish,DRIFTER,1.0
Jerry Garrison,Christen Eagle II,0.0
Jeska,Murphy Rebel,0.0
Jesse Knight,LONG EZ,1.0
JetProp DLX Piper,PA46,2.0
Jetstream,4101,8.0
Jetstream,BA-3100,18.0
Jett,SHOESTRING,1.0
Jewett,SC-360,1.0
Jihlavan,KP,0.0
Jihlavan,KP 5 ASA,1.0
Jihlavan,KP-5,1.0
Jilek-smith Miniplane,DSA-M3,1.0
Jim Elliott,VP-2,0.0
Jim Garrison,N11,1.0
Jim Mckinstry,ARESTIA GANADOR,1.0
Jim Price,PITTS SPECIAL S,0.0
Jim Weseman,CHALLENGER II,1.0
Jimenez Reymundo,Challenger II Specia,1.0
Jimi Youngblood,RANS COYOTE II,2.0
Jimmy Hill,Lancair 235,2.0
Jiran,FJ-1,0.0
Joachim Hoehne,PAZMANY PL-4A,1.0
Job,SONERAI II,1.0
Jobe's,TE-1,1.0
Jodel,D-11,0.0
Jodel,D-9,1.0
Jodel,D11S,0.0
Jodel,F11-3,2.0
Jodel-bernier,JODEL F-11,2.0
Jodell,D-9,0.0
Joe Almon,FALCON XP,0.0
Joe L. Harr,SE-5A,0.0
Joe Underwood,Lazer Z,1.0
Joel H Johnson,Rans S-6ES Coyote II,1.0
Joel K. Senter,RV-4,1.0
Johannes-robert,ACROSPORT RJ-2,1.0
Johansen,KITFOX,2.0
Johansen/thiessen,RV-6A,2.0
John D. Lueck,AVID AMPHIBIAN,0.0
John D. Williams,XT-912,2.0
John Goodman,Air Camper,1.0
John Greenlee,X-Aircamper,0.0
John H. Heiring,Express,3.0
John H. Korb Jr.,KITFOX III,0.0
John H. Logan,LOGANAIR I,2.0
"John H. Mc Clain, Jr.",RAND KR2,1.0
John Hubbard,GLASAIR II S,0.0
John K. Groff Jr.,Q-2,1.0
John L. Klein,Marquart ChargerMA-5,1.0
John Lauer,Harmon Rocket II,2.0
John M Corneal,Sub-Sonex,1.0
John Mitchell,MYERS SPECIAL,1.0
John Patrick Coleman,BENSEN B-8M,1.0
John R Jones,PDQ2VW,0.0
John S. Eberle,PITTS SPECIAL S1S,0.0
John S. Hickey,SWEARINGEN SX 300,1.0
John S. Holzemer,ROTORWAY EXEC,0.0
John Schackel,Q2,1.0
John Shufflebarger,ZENAIR ZODIAK,0.0
John T. Garrett,BABY GREAT LAKES,1.0
John T. Simpson,CHALLENGER II,1.0
John Thomas,CLOUD DANCER 2,0.0
John Thomason,LACO 145,0.0
John Tylenda,QUICKIE,0.0
John W Upton,SA-300,0.0
John W. Culp,KR-2,1.0
Johnson,A-4,1.0
Johnson,AVID FLYER,0.0
Johnson,AVID FLYER MARK IV,1.0
Johnson,BUSHROD,1.0
Johnson,F11C-2PJ,1.0
Johnson,Hornet,0.0
Johnson,Johnson Chris-Tena,0.0
Johnson,LANCAIR 360,2.0
Johnson,QUICKIE 2,1.0
Johnson,QUICKIE 299,0.0
Johnson,REBEL 300,1.0
Johnson,REVOLUTION MINI-500,0.0
Johnson,Revolution Mini 500,1.0
Johnson,SKYOTE,1.0
Johnson,Titan Tornado I,0.0
Johnson,VARI-EZE,0.0
Johnson,VARIEZE,1.0
Johnson,ZODIAC CH 601 HDS,1.0
Johnson,ZODIAC CH-601-HDS,2.0
Johnson,Zodiac CH601,0.0
Johnson Walter A,Hornet,1.0
"Johnson, Douglas L.",JAYHAWK,1.0
Johnson-moore,Zenith CH 701,1.0
Johnson-rand,KR-2,1.0
Johnson-whittman Tailwind,JW9L,0.0
Johnston,LONG E-Z,1.0
Jolly,BAKENG DUCE,1.0
Jonas,EXEC 90,1.0
Jonas,FALCON XP,0.0
Jonas,HUMMING BIRD,1.0
Jonas,Nieuport,0.0
Jones,CHRISTEN EAGLE II,1.0
Jones,Challenger II,1.0
Jones,Cozy Mark IV,1.0
Jones,DOMINATOR,0.0
Jones,Kitfox III,0.0
Jones,LIGHTNING BUG 2,1.0
Jones,Long EZ,2.0
Jones,MARQUART MA-5,2.0
Jones,MINI 500,1.0
Jones,NONE,1.0
Jones,PECKERWOOD 1A1,1.0
Jones,PITTS SPECIAL S1A,0.0
Jones,RV-6A,2.0
Jones,THORP T-18,1.0
Jonker,JS-1B,0.0
Jonsson,Sonerai,0.0
Joplin,Tundra,2.0
Jordan,ACEY DEUCY,0.0
Jordan,ACEY DEUCY P70,1.0
Jordan,KITFOX MODEL 1,1.0
Jordan Henry J,ACEY DEUCY P70,0.0
Jordan Valley Llc,CCX-2000,0.0
"Jordi, Ronald H.",CHALLENGER II,0.0
Jorgensen,Velocity XL-RG,1.0
Joseph A. Grimaud,SEAWIND 3000,0.0
Joseph A. Mullan,DRAGON FLY,1.0
"Joseph C. Andrews, Jr.",Vans,2.0
Joseph E. Crosby,Zodiac CH 601HDS,1.0
Joseph P. Frasca,ASTROCRAFT,1.0
Joseph R. Sirgo,Aquilla,2.0
Joseph W. Hillbrand,SONERAI IIL,1.0
Josephson,MC-15 CRICKET,0.0
Joy,GENESIS,2.0
Jr. Ace,E,2.0
Jsh Air Llc Ii,Comp Air 7SLX,1.0
Judd,Challenger II,0.0
Judge,Q2,0.0
Junior Ace,D,1.0
Jurca,3/4 SPITFIRE,0.0
Jurca,MJ5 SIROCCO,2.0
Jurka,P51D MUSTANG,1.0
Jurmu,STOL CH701,1.0
Just,JA30 SUPERSTOL,3.0
Just,JUST AIRCRAFT (HIGHL,0.0
Just Aircraft LLC,Escapade,1.0
Just Aircraft Llc,Highlander,1.0
K COPTERS,47G-2,2.0
K. A. Covington,LANCAIR 320,0.0
K. Davey And B. Davey,WAG-AERO,2.0
K. W. Jeffers,VARIEZE,1.0
KAKELDEY RONALD O,SMITH PA12 EXP,0.0
KALDOR GREGORY N,ZENITH 701,0.0
KALMAN GEORGE,LANCAIR 360,0.0
KAMAN,K-1200,0.0
KAMAN,K1200,1.0
KAMAN AEROSPACE CORP,K 1200,0.0
KAMAN AEROSPACE CORP,K-1200,1.0
KAMTZ,RV-7A,2.0
KAMTZ RUSSELL H,RV-6A,1.0
KARIBIAN HURANT,THORP T-18,1.0
KARNS,SKY RANGER,2.0
KARPAYEV VLADYSLAV V,RV-9,0.0
KAUFMANN,VANS RV-10,0.0
KAWASAKI,BK117,3.0
KAWASAKI,BK117-B2,3.0
KAYLOR J E/STRAHLMANN R L,RV-4,1.0
KELLEY DERRICK/LEZA,AIRCAM,1.0
KELM DAVID,KITFOX 7,0.0
KEN OLSON,SCAMP,0.0
KENDALL W R/MCLAUGHLIN J,RANS S-10 SAKOTA,0.0
KENNEDY,LANCAIR 320,1.0
KENNEDY MICHAEL M,LANCAIR 320,0.0
KENNETH A BERGER,SEAREY LSX,1.0
KENNETH B HINES,NIEUPORT 28,0.0
KENNETH M FRANZ,ULTRA PUP,1.0
KERNS KENNETH H,KENS WINGLESS WONDER,1.0
KERR GERALD,VELOCITY SUV,0.0
KERR JOHN A,KITFOX CLASSIC IV,0.0
KERR MATTHEW,STARDUSTER TOO,1.0
KESSINGER ROGER L,RANS COYOTE,1.0
KEUTHAN,BUCCANEER II,1.0
KEVIN D. YARNEVICH,Kitfox,1.0
KEVIN ELDREDGE,Stewart,1.0
KEVIN LIPPERT,ZENITH CH 750,1.0
KEVIN METZLER,Velocity STD RG,0.0
KEVIN P STOLHAMMER,KR 1,0.0
KIDD CHRIS,HARMON ROC,1.0
KILISHEK GEORGE T,RV-8,0.0
KINCAID WADE,DAKOTA HAWK,1.0
KING JOHN E JR,KITFOX,0.0
KINGERY MICHAEL C,ZENITH CH-750,0.0
KINNER,SPORTSTER B,0.0
KINNEY KEVIN,ZENITH 601XL,0.0
KINSLER ARTHUR PAUL,KINSLER LANCAIR/MKII,1.0
KIRBYBILT AIRCRAFT,XCALIBUR,0.0
KIRK ELLIS WENDELL,PTUNDRADACTYL,0.0
KITFOX,SERIES 5,1.0
KITFOX,SERIES 7,0.0
KJONAAS,VARIEZE,1.0
KJOSTAD JORGEN A,WAGABOND,2.0
KLAAS DEVELOPMENT INC,LANCAIR IV P,1.0
KLAPP PETER A,KLAPP KR-2S,1.0
KLEMME WILLIAM H,ZENITH CH 701,1.0
KLEMP GREGORY J,CHALLENGER II,2.0
KNAUF,RV-7,0.0
KNELL,ASC SPIRIT,1.0
KNIGHT,AA Nieuport 28,1.0
KNOTT VERNON W,ZENITH 750,2.0
KNOX MARION L,RV-6A,0.0
KOLB,FIRE FLY,2.0
KOLB,FIRESTAR,2.0
KOLB,FIRESTAR II,1.0
KOLB,MARK III,1.0
KOLB,TWINSTAR,1.0
KOLB AIRCRAFT CO,MK-3,0.0
KOLB AIRCRAFT INC,KOLB MARK III,1.0
KOONS DONALD H,CYGNET,2.0
KORRISON TOM,SPARROW HAWK,1.0
KOSTRAZEWA ANDRE,Sonex Light Sport,2.0
KOTH LARRY,JABIRU CALYPSO,1.0
KOVARS GARY D,ZENITH ZODIAK 601XL,0.0
KRAMER CLEMENS E,STOL CH750,0.0
KRETSINGER,BENSEN B8M,1.0
KRIPS JACK E JR,KOLB MK III,1.0
KRUSMARK DAVID HOMER,SEAREY,1.0
KUBASSEK DAVID,ZENITH 601,0.0
KUBICEK,BB,1.0
KUBICEK,BB100Z,3.0
KUBICEK,BB30,4.0
KUBICEK,BB70Z,9.0
KUBICEK,BB85,17.0
KUMHYR DAVID B,VANS RV-8A,1.0
KUNDEL,VANS RV 7A,1.0
KURTZ JAY B,RV-9A,2.0
KUYKENDALL CHARLES,LANCAIR IV,0.0
KWECH,GLASAIR RG SUPER 11S,1.0
KYLE M SWARD / LARRY W SWARD,CH 750 CRUZER,0.0
Kaas,EXPRESS,1.0
Kade,Aventura II,2.0
Kai Engstad,RV-8A,0.0
Kaines,KITFOX 2,0.0
Kainz,Kitfox IV,2.0
Kallansrud/pitts,S-1C,1.0
Kaman,H-43B,1.0
Kaman,HH-43,1.0
Kaman,HH-43 B/F,2.0
Kaman,HH-43B,1.0
Kaman,HH-43B/F,0.0
Kaman,HH-43F,6.0
Kaman,HH43,1.0
Kaman,HH43 B/F,1.0
Kaman,HH43F,2.0
Kaman,K 1200,1.0
Kaman,K-1200,8.0
Kaman,K-600,1.0
Kaman,K-600 (HH-43B),0.0
Kaman,K1200,1.0
Kaman,K1200 K-Max,1.0
Kaman,K600-3,0.0
Kaminskas,RTH JUNGSTER 1,0.0
Kaminski,RAF 2000,1.0
Kane,BUSH BY MUSTANG 2,0.0
"Karl & Dot, Inc.",Comp Air 7SL,0.0
Karmy,ROTORWAY EXEC,1.0
Karr,TITAN TORNADO,2.0
Kashan Michael,BERKUT 540,2.0
Kashpureff,NIEUPORT II,0.0
Kate,301,2.0
Kauffman,BD4,1.0
Kauffman,Bede IV,0.0
Kawasaki,BK-117B-1,3.0
Kawasaki,KV-107-II,3.0
Kawasaki Heavy Industries Ltd.,BK117 B-2,1.0
Keaggy-david,SKYBOLT,2.0
Kearn,Breezy,1.0
Kearney,Pulsar XP,0.0
Kearns,RV-6,1.0
Kearsley,Exec 162F,0.0
Keating,QUICKIE II,1.0
Kecskes,DER JAGER D-1X,1.0
Keeley/Tidd,MK-1,1.0
Keen,GLASAIR I,1.0
Keener,ROTORWAY/EXEC,0.0
Keesler,Pulsar,2.0
Keesler,W8 Tailwind,1.0
Keil,JAEGER D-IX,1.0
Keith,Avid Amphibian,1.0
Keith,TEAM MINI MAX 1600R,0.0
Keith,VANS RV-6A,2.0
Keith A Smith,KR-2,1.0
Keith Kinden,REBEL,0.0
Keithley Thomas E,Starduster Too,2.0
Keller,FK1 STOL,0.0
Keller,Prospector FK1,2.0
Keller,VARIEZE,1.0
Kelley,STITS SA6B,1.0
Kelley,Volmer Amphibian B,2.0
Kellums,SONERAI 1,1.0
Kelly,F1D,1.0
Kelly,KOLB MARK III,1.0
Kelly,LONG EZ,1.0
Kelly,RANS S-12,0.0
Kelm,ZENAIR CH-701,0.0
Kelosky,PULSAR XP,0.0
Kemmeyer,SONERAI II,1.0
Kemp,ACRO-SPORT II,1.0
Ken Brock,KB-2,1.0
Ken Brock Mfg. Co,KB-2,1.0
Ken Seright,ROTORWAY EXEC 162F,0.0
"Kendall, Blair",Rans S-12,2.0
Kendall/mckaughlin,RANS S-10 SAKOTA,0.0
Kenetic Aviation,Mountain Goat,0.0
Kennedy,AVID FLYER,0.0
Kennedy,Chinook Plus 2,1.0
Kennedy,SKYCYCLE 2,2.0
Kenneson,MERLIN GT,1.0
Kenneth K Knowles,Sonex,0.0
Kenneth Miller,RV-6A,0.0
Kenneth Parmerter,Loehle 5151 Mustang,1.0
Kenneth Patsch,FLY BABY II,2.0
Kenneth Roebuck,VARIEZE,1.0
Kenneth Savidge,VARI VIGGEN,1.0
Kenneth West,ARV 582,1.0
Kenney,RV6,0.0
Kenny,Mariner-MF Boat,1.0
Kenny Deward,B-8M,1.0
Kenoyer,HORIZON ONE,1.0
Kepple,PITTS SPECIAL S-1,4.0
Kerlin,AVID FLYER,0.0
Kermit Weeks,Quicksilver,0.0
Kerner,Lancair IV,4.0
Kerr,STARTDUSTER TOO,0.0
Kertesz,WOODY PUSHER,1.0
Kesterson,Nieuport 11,0.0
Ketonen,Schreder,0.0
Keuthan,BUCCANEER II,1.0
Keuthan,Buccaneer II,0.0
Keuthan,SABRE II / S2A,2.0
Keuthan Aircraft Corp,Buccaneer II,0.0
"Keuthan, Charles J.",BUCCANEER II,2.0
Kevin Leue,Sparrow Hawk,2.0
Kevin Naser,RENEGADE SPIRIT,0.0
Kevin Wilkinson,Easy Eagle 1,1.0
Kewley,KR2,1.0
Kibiuk,QUICKIE,1.0
Kibler-bede,BD-5B,1.0
Kiesel,MIDGET MUSTANG,1.0
Kiesel Easy,VARIEZE,2.0
Kilishek,RV-8,1.0
Killgore,Velocity,1.0
Killian,BRIEGLEB BG-12B,1.0
Kilpatrick,IV-1200,0.0
Kimbal,DYKE DELTA JD2,1.0
Kimball Enterprises Inc,Pitts Model-12,0.0
Kindig,Sonex,0.0
King,AVID FLYER C,0.0
King,BOWERS-FLYBABY,0.0
King,KITFOX IV,0.0
King,Kitfox IV,0.0
King,LANCAIR 235/320,0.0
King,OSPREY II,1.0
Kinkade E.5,VANS RV-4,1.0
Kinner,SPORTSTER K,1.0
Kinner,Sportster,0.0
Kinnson,Lancair IV-P Turbine,1.0
Kirby,Christen Eagle,0.0
Kircher,RV-8,1.0
Kirchner,Pietenpol Aircamper,0.0
Kirkpatrick,Buzzard,1.0
Kirkpatrick,Rans S-6,1.0
Kirkpatrick,SUPER GT 400,1.0
Kirner,Fisher FP404,1.0
Kirst Allen J,DR-1,0.0
Kit Built (rotorway),SCORPION 133,1.0
Kit Fox,IV,0.0
Kitchen,NEIUPORT 24 BIS,2.0
Kitchens,REVOLUTION MINI 500B,1.0
Kite,KITFOX IV 1200,2.0
Kitfox,4-1200,0.0
Kitfox,57 Super Sport,0.0
Kitfox,7,2.0
Kitfox,Classic 4,2.0
Kitfox,IV,1.0
Kitfox,IV-1200,1.0
Kitfox,KITFOX SPORT,1.0
Kitfox,Kitfox,2.0
Kitfox,Model 2,0.0
Kitfox,S7,1.0
Kitfox,STI,1.0
Kitfox,Series 5,0.0
Kitfox,Series 6,2.0
Kitfox IV,1200,1.0
"Kitfox Ten, Inc",MODEL 2,0.0
Kittleson,Quickie Q-200,0.0
Kitty Hawk,Heaviside2,0.0
Klasing,Bradley BA100,1.0
Klien,AVID FLYER,0.0
Kline,KSE5A,0.0
Klingberg Miniplane,DSA-1,1.0
Klob-gordon,TWIN-STAR,2.0
Klotz,KOLB MARK III,2.0
"Kna,ken,dac,wel",TERN SAILPLANE,1.0
Knab-douglas,Jurca MJ5 Sirocco,2.0
Knapp,Easy Raider,1.0
Knapp,PACKARD SPECIAL,1.0
Knapple/wray Lancair,IV-P,2.0
Knight,BD-4,0.0
Knoepflein,Lancair Legacy 2000,1.0
Knoll-bensen,B-80,0.0
Knosp,CORBIN JR. ACE-E,1.0
Knowles,THORP T-18,1.0
Knox,HI-MAX,1.0
Kociemba Robert H,T-Bird II,2.0
Kodiak,100,0.0
Koen Lancair,Laser IV-P,2.0
Kohles,KITFOX III,0.0
"Kojima, Jun Lewis",CAVALIER,1.0
Kokenge,GLASTAR,2.0
Kokes,SCORPION 133,0.0
Kolb,FIRESTAR 2,1.0
Kolb,KOLB TWINSTAR TSP 1,0.0
Kolb,Kolbra,1.0
Kolb,MK III,2.0
Kolb,Mark II,2.0
Kolb,Mark III,1.0
Kolb,TWINSTAR,2.0
Kolb Company,FIRESTAR,1.0
Kolb Company,FIRESTAR II,0.0
Kolb Company,FIRESTAR-II,1.0
Kolb Company,Firestar,0.0
Kolb Company,MARK III,1.0
Kolb Company,MK II,1.0
Kolb Company,MKIII,1.0
Kolb Company,Mark III,2.0
Kolb Company,TWIN STAR,1.0
Kolb Company,TWINSTAR,6.0
Kolb Company,TWINSTAR MK II,1.0
Kolb Company,TWINSTAR TA-2,1.0
Kolb Twin Star,Mark III,1.0
Koleno,Titan T-51,0.0
Kollier,PITTS S1C,1.0
Koons-donald,SONERAI II,1.0
Koopsen,MILLER SPORT II,0.0
Kope,ZENITH CH200,1.0
Kopp,KITFOX II,1.0
Kopp Robert E,GYRO-KOPP-TER,1.0
Korsch,Classic IV,1.0
Kory G. Cornum,SH-3R,2.0
Korzep,BUMBLE BEE 500,1.0
Kosch,WHITEHEAD #21,1.0
Koskella,LONG EZ,0.0
Koster,MURPHY REBEL,0.0
Koutz,Q-200,0.0
Koval,QUICKIE II,1.0
Kowtun,Mini 500,0.0
Kraetzner,SKY-BUGGY,0.0
Kraft,AIR MASTER,2.0
Kragnes,ACROSPORT II,0.0
Kral,Series 5 Kitfox,1.0
Krall,DRAGONFLY,0.0
Kramer,Glasair III,0.0
Kreatz,GENESIS,2.0
Krejci,S-51D,1.0
Kreling,Supercat,1.0
Kreps,Thorp T-18-C,0.0
Kretsinger,BENSEN B8M,1.0
Krips,KOLB FIRESTAR,1.0
Krotje,KOLB MARK III,0.0
Krotje,VM-1 Esqual,1.0
Krowell,CHRISTEN EAGLE II,2.0
Krueger,Quickie,1.0
Kruer,PTERODACTYL,1.0
Krueter,KR-2,1.0
Krug,LINCOLN SPORTPLANE,0.0
Krugler,SONERAI II,1.0
Kubicek,BB100,3.0
Kubicek,BB60,9.0
Kucki,PITTS S-1S,0.0
Kucklick,Hiperbipe,0.0
Kuhn,SONERAI II,2.0
Kunc,KR-1,1.0
Kuntz,Kuntz 2000 GTS EFI,1.0
Kurzenburger Stuka,JU-87,1.0
Kuster,KR-2,1.0
L GOLDNER,ZENITH 701,0.0
L-BIRD LLC,CCX-2000,0.0
LAIRD,LC-1B-300,0.0
LAKE,250,4.0
LAKE,LA 4,0.0
LAKE,LA 4 200,0.0
LAKE,LA-4,2.0
LAKE,LA-4-200,3.0
LAKE,LA4,4.0
LAKE,LA4 - 200,3.0
LAMB-ROBIN,BOWERS FLY BABY,1.0
LAMINAR,Lancair 360,0.0
LAMMERS SJEF J,APACHE,1.0
LANCAIR,235,2.0
LANCAIR,320,1.0
LANCAIR,360,0.0
LANCAIR,360 - NO SERIES,2.0
LANCAIR,ES,0.0
LANCAIR,ES - NO SERIES,0.0
LANCAIR,EVOLUTION,2.0
LANCAIR,IV,1.0
LANCAIR,LC41,1.0
LANCAIR,LC41-550FG,3.0
LANCAIR,LC42 - 550FG,2.0
LANCAIR,LEGACY,2.0
LANCAIR,LEGACY FG,1.0
LANCAIR,Propjet,2.0
LANCAIR,SUPER ES,0.0
LANCAIR COMPANY,Columbia 400,2.0
LANCAIR COMPANY,LC 40 550FG,3.0
LANCAIR COMPANY,LC41 550FG,0.0
LANCAIR COMPANY,LC41-550FG,0.0
LANCAIR COMPANY,LC42-550FG,2.0
LANCE M HOOLEY,JETEZ,1.0
LANDRUM KELLY T,VANS RV6,1.0
LANGE FLUGZEUGBAU GMBH,E1 ANTARES,1.0
"LANGSTON, FREDERICK L",RV 4,1.0
LANKENAU,Sopwith 9400,1.0
LANSHE AEROSPACE,LAKE 250,1.0
LANTZ,LAKE TAHOE SPECIAL,0.0
LANTZAIR FLYERS INC,LANCAIR 360,2.0
LARRY H SLIGAR,COZY MK IV,2.0
LARRY KETTERLING,FEW P-51 MUSTANG,1.0
LARSEN,MARK V,0.0
LARSON,RV8,2.0
LARSON KEN W,CHRISTEN EAGLE-II,2.0
LARSON ROGER H,RV-7,0.0
LATHROP STEVEN A,B8M,1.0
LAURIENZO GABRIEL A,VARIEZE,1.0
LAURITSEN RALPH M,RV 4,0.0
LAVENDER ALAN P,SONEX,1.0
LAVIA ARGENTINA,PA-25-235,1.0
LAVIA ARGENTINA S.A.,PA-25-235,2.0
LAVIGNA,LANCAIR IV P,1.0
LAWRENCE O NOLTE,ZODIAC CH650B,0.0
LAWSON J/BOWIE R/SMITH M,CA-8,2.0
LAWSON RON,RANS S-19,1.0
LAWSON RONALD S,EXPLORER,1.0
LAWWILL TED,ZODIAC 601XL,0.0
LAYSON STANLEY B,STEEN SKY BOLT,1.0
LAZAIR,II,2.0
LAZEAR JOHN T,ZENAIR STOL CH 701,1.0
LEACH MICHAEL,RANS S7S,1.0
LEAGUE,LANCAIR IV-TP,2.0
LEARJET,24,2.0
LEARJET,25,7.0
LEARJET,31,4.0
LEARJET,35,8.0
LEARJET,35 - A,2.0
LEARJET,35A,2.0
LEARJET,36A,0.0
LEARJET,45,0.0
LEARJET,45XR,1.0
LEARJET,55,0.0
